# U,V,K,OSMID,NAME
5607415319,1550504970,0,586968290,nan
5607415319,10681853762,0,586968290,nan
5607415319,7406105965,0,1148064510,nan
5607415320,5640388447,0,1148064514,nan
5607415320,7406105966,0,360439360,nan
5607415320,10681853750,0,792197318,nan
5607415922,1550468558,0,360439355,nan
5607415922,10169284251,0,360439355,nan
5607415922,5640388446,0,586968292,nan
5607419138,5607419564,0,586968722,nan
5607419138,8724477583,0,586968722,nan
5607419138,8724477580,0,942132792,nan
5607419149,4354519405,0,586968722,nan
5607419149,5607419530,0,586968722,nan
5607419149,5607419167,0,586968724,nan
5607419154,8557388589,0,921736552,nan
5607419154,5607419158,0,921736552,nan
5607419154,5607419541,0,921736553,nan
5607419158,5607419578,0,586968722,nan
5607419158,8557387038,0,586968722,nan
5607419158,8557387065,0,586968727,nan
5607419158,5607419154,0,921736552,nan
5607419167,5607419149,0,586968724,nan
5607419171,5607419525,0,586968721,nan
5607419171,5607419530,0,586968721,nan
5607419171,8557387086,0,[921735099, 586968725],nan
5607419172,5607419525,0,586968721,nan
5607419525,5607419172,0,586968721,nan
5607419525,5607419171,0,586968721,nan
5607419525,5607419564,0,586968722,nan
5607419530,8557382869,0,586968722,nan
5607419530,5607419171,0,586968721,nan
5607419530,5607419149,0,586968722,nan
5607419541,5607419154,0,921736553,nan
5607419545,5607419578,0,586968726,nan
5607419545,8557387086,0,921735102,nan
5607419545,8557387146,0,921735103,nan
5607419546,8557387027,0,586968722,nan
5607419564,5607419525,0,586968722,nan
5607419564,5607419138,0,586968722,nan
5607419564,8559315010,0,921955012,nan
5607419578,5607419158,0,586968722,nan
5607419578,8557382869,0,586968722,nan
5607419578,5607419545,0,586968726,nan
5610880697,1503431801,0,92188998,Avenida Gerónimo Méndez
5610880697,3757332619,0,92188998,Avenida Gerónimo Méndez
5610880697,5421516851,0,[562354248, 734914098],['Río Maule', 'Río Chillán']
5611861360,1070158629,0,92188967,Trento Sur
5611861360,5611861360,0,253641098,Trento Sur
5611861360,5611861360,1,253641098,Trento Sur
5613812844,1503426705,0,137049216,Los Cóndores
5613812844,1503426701,0,1153357650,Avenida José Joaquín Pérez
5613812844,1503426558,0,1153357650,Avenida José Joaquín Pérez
5613940133,5745600205,0,1087266147,nan
5613940133,2556576128,0,1160086187,Caletera Ruta 5
5620189926,5620189927,0,588446364,Borgoño
5620189927,5620189926,0,588446364,Borgoño
5620189927,5620189928,0,588446364,Borgoño
5620189928,1054543771,0,588446304,Avenida Costanera
5620189928,2346838128,0,588446319,Borgoño
5620189928,5620189927,0,588446364,Borgoño
5620189930,5620189928,0,229023991,Avenida Costanera
5620189930,5620189927,0,588446360,Borgoño
5620189933,2346838128,0,228413408,Borgoño
5620569718,5620570091,0,918565204,nan
5620569718,5768578146,0,[1109650865, 1109650860],Ruta 43
5620569722,5620569950,0,588482967,nan
5620569734,5620569992,0,588482972,nan
5620569734,311684793,0,1111156742,Ruta D-427
5620569734,5620569903,0,1111156742,Ruta D-427
5620569739,5620569946,0,588482988,nan
5620569739,8728447754,0,588482988,nan
5620569739,7426558691,0,793928281,nan
5620569771,5620569993,0,918565208,nan
5620569771,5620569953,0,588482961,nan
5620569771,5620569858,0,661320488,nan
5620569779,8728131717,0,588482949,nan
5620569779,8728131716,0,588482949,nan
5620569779,8728131716,1,942555565,nan
5620569794,5620569967,0,588482984,nan
5620569834,8728213491,0,[588482962, 942566452],nan
5620569834,8728213491,1,942566460,nan
5620569834,5620569967,0,588482962,nan
5620569836,2437256121,0,235646090,nan
5620569836,5620569956,0,235646090,nan
5620569836,5620569894,0,588482974,nan
5620569841,5620569887,0,588482977,nan
5620569841,8728131717,0,588482949,nan
5620569842,8531077572,0,588482954,nan
5620569842,8531077573,0,918565195,nan
5620569842,4882421505,0,918565195,nan
5620569842,5620570040,0,588482954,nan
5620569858,5620569946,0,588482988,nan
5620569858,5620569771,0,661320488,nan
5620569858,6191248215,0,661320489,nan
5620569876,5620570076,0,588482945,nan
5620569876,5620570053,0,[918565203, 588482948],nan
5620569876,5620569991,0,588482948,nan
5620569880,5620570075,0,588482967,nan
5620569880,5620569887,0,588482977,nan
5620569880,8728213207,0,[28380683, 588482967],Ruta D-423
5620569887,5620570075,0,588482946,nan
5620569887,5620569841,0,588482977,nan
5620569887,5620569880,0,588482977,nan
5620569890,5620570000,0,[588482958, 918565206],nan
5620569894,5620569836,0,588482974,nan
5620569894,8728448177,0,942597201,nan
5620569894,8728448548,0,942597202,nan
5620569902,5541454884,0,588482964,nan
5620569903,5620570059,0,588482955,nan
5620569903,5620569734,0,1111156742,Ruta D-427
5620569903,4882421505,0,1111156742,Ruta D-427
5620569943,8531077610,0,588482962,nan
5620569943,5620569951,0,588482965,nan
5620569943,8728213209,0,918565224,nan
5620569946,5620569993,0,588482959,nan
5620569946,5620569739,0,588482988,nan
5620569946,5620569858,0,588482988,nan
5620569950,5620570075,0,588482967,nan
5620569950,5620569722,0,588482967,nan
5620569950,8728131488,0,942555559,nan
5620569951,8728213183,0,588482965,nan
5620569951,5620569943,0,588482965,nan
5620569951,8728213406,0,942566448,nan
5620569953,8728448378,0,588482960,nan
5620569953,6191248209,0,588482960,nan
5620569953,5620570100,0,588482961,nan
5620569953,5620569771,0,588482961,nan
5620569956,5620569836,0,235646090,nan
5620569956,2437256109,0,235646090,nan
5620569956,8728448177,0,588482986,nan
5620569958,4882421529,0,588482952,nan
5620569958,8557120570,0,921704050,nan
5620569958,8557200052,0,921713795,nan
5620569958,4882421517,0,921713796,nan
5620569967,5620569834,0,588482962,nan
5620569967,8531077610,0,588482962,nan
5620569967,5620569794,0,588482984,nan
5620569991,5620569876,0,588482948,nan
5620569992,5620569734,0,588482972,nan
5620569993,5620569946,0,588482959,nan
5620569993,5620569771,0,918565208,nan
5620569993,8728448378,0,918565208,nan
5620570000,5620569890,0,[918565206, 588482958],nan
5620570000,8728448047,0,588482958,nan
5620570000,8728448036,0,918565207,nan
5620570008,10882715328,0,942597196,nan
5620570008,8728448047,0,588482958,nan
5620570008,5620570100,0,588482958,nan
5620570040,5620569842,0,588482954,nan
5620570053,5620570076,0,588482947,nan
5620570053,8531077587,0,918565203,nan
5620570053,5620569876,0,[918565203, 588482948],nan
5620570058,4882421507,0,588482951,nan
5620570058,5620570058,0,921715385,nan
5620570059,5620569903,0,588482955,nan
5620570064,7426611309,0,588482968,nan
5620570064,10882715255,0,588482968,nan
5620570064,8728447921,0,918565200,nan
5620570075,5620569887,0,588482946,nan
5620570075,5620569950,0,588482967,nan
5620570075,5620569880,0,588482967,nan
5620570076,5620569876,0,588482945,nan
5620570076,5620570053,0,588482947,nan
5620570076,8531077588,0,588482945,nan
5620570076,5620570091,0,588482947,nan
5620570091,5620570076,0,588482947,nan
5620570091,5620569718,0,918565204,nan
5620570091,5620570097,0,918565204,nan
5620570097,8531077588,0,588482945,nan
5620570097,5620570091,0,918565204,nan
5620570097,8531077587,0,[918565203, 918565204],nan
5620570100,5620570008,0,588482958,nan
5620570100,5620569953,0,588482961,nan
5620570100,6191248204,0,918565205,nan
5623198702,2476118486,0,239831242,Avenida Cardenal Jorge Medina Estévez
5623198702,1070158631,0,239831242,Avenida Cardenal Jorge Medina Estévez
5623198702,1070158556,0,92188982,Pasaje Obispo Francisco González De Salcedo
5623198719,1070158631,0,239831242,Avenida Cardenal Jorge Medina Estévez
5623198719,1070157423,0,239831242,Avenida Cardenal Jorge Medina Estévez
5623198719,1070158328,0,588806438,Pasaje Su Santidad Papa San Gregorio I
5623198720,2476118486,0,239831242,Avenida Cardenal Jorge Medina Estévez
5623198720,1070157360,0,588806436,Pasaje Obispo Francisco De La Puebla
5623198720,1070157781,0,588806439,Avenida Cardenal Jorge Medina Estévez
5640388443,5640388448,0,590859486,nan
5640388443,5640388444,0,1148064514,nan
5640388443,5640388447,0,1148064514,nan
5640388444,5640388446,0,590859483,nan
5640388444,1550468558,0,1148064514,nan
5640388444,5640388443,0,1148064514,nan
5640388446,5607415922,0,586968292,nan
5640388446,5640388448,0,586968292,nan
5640388446,5640388444,0,590859483,nan
5640388446,7406105971,0,590859483,nan
5640388447,5607415320,0,1148064514,nan
5640388447,5640388449,0,590859484,nan
5640388447,5640388443,0,1148064514,nan
5640388448,5640388446,0,586968292,nan
5640388448,5640388449,0,586968292,nan
5640388448,5640388443,0,590859486,nan
5640388448,7406105971,0,590859486,nan
5640388449,5640388448,0,586968292,nan
5640388449,7406105970,0,792197320,nan
5640388449,8724376115,0,586968292,nan
5640388449,5640388447,0,590859484,nan
5659941796,2437277025,0,593234869,Esmeralda
5713852093,6388351863,0,264854195,Avenida Los Huertos
5713852093,2705042671,0,264854195,Avenida Los Huertos
5713852093,5713853386,0,[1153357512, 601101599],Juan Ramón Ravest
5713852438,2705042634,0,264854180,Avenida Gerónimo Méndez
5713852440,5328585905,0,601101597,Avenida Gerónimo Méndez
5713852440,5713853383,0,601101597,Avenida Gerónimo Méndez
5713852440,7661700604,0,601101599,Juan Ramón Ravest
5713853383,5328585892,0,601101597,Avenida Gerónimo Méndez
5713853383,5713852440,0,601101597,Avenida Gerónimo Méndez
5713853383,5713853395,0,601101791,César Nieme Apey
5713853384,5713853395,0,601101791,César Nieme Apey
5713853384,5713853385,0,601101795,Luis Aguilera Báez
5713853384,5713853392,0,1153357507,César Nieme Apey
5713853385,5713853384,0,601101795,Luis Aguilera Báez
5713853386,7661700604,0,601101599,Juan Ramón Ravest
5713853386,7661700604,1,734914125,Delfín Carmona
5713853386,5713852093,0,[1153357512, 601101599],Juan Ramón Ravest
5713853387,10726748677,0,1153357504,Óscar Pereira Tapia
5713853387,5713853392,0,1153357505,Óscar Pereira Tapia
5713853390,5713853394,0,601101792,Guillermo Valenzuela Tejada
5713853390,7661700598,0,[264854195, 1153357663],['Avenida Mirador Sur', 'Avenida Los Huertos']
5713853390,5328585892,0,1153357663,Avenida Mirador Sur
5713853391,7661700598,0,264854195,Avenida Los Huertos
5713853391,7891230174,0,264854195,Avenida Los Huertos
5713853392,5713853387,0,1153357505,Óscar Pereira Tapia
5713853392,5713853394,0,1153357505,Óscar Pereira Tapia
5713853392,5713853384,0,1153357507,César Nieme Apey
5713853394,5713853390,0,601101792,Guillermo Valenzuela Tejada
5713853394,5713853395,0,601101792,Guillermo Valenzuela Tejada
5713853394,5713853392,0,1153357505,Óscar Pereira Tapia
5713853395,5713853383,0,601101791,César Nieme Apey
5713853395,5713853384,0,601101791,César Nieme Apey
5713853395,5713853394,0,601101792,Guillermo Valenzuela Tejada
5721050396,1001259916,0,602227430,Avenida Costanera
5721050396,5721050397,0,[1149183696, 602227426],Avenida Costanera
5721050397,10732936158,0,[1154043843, 1154043844, 1165465733, 229184685, 90843088],Avenida Costanera
5721050397,5721050396,0,[1154043836, 602227428],Avenida Costanera
5731414332,702322284,0,55945809,Marbella
5731414332,1503095346,0,[1154814352, 603908042],Marbella
5732577938,1503095226,0,565157108,Las Garzas
5732577956,2705042419,0,32477506,Regimiento Arica
5732577956,6928762535,0,1154814349,Regimiento Arica
5732749955,1503141585,0,529138610,Carmen Laforest
5732749955,996081522,0,529138610,Carmen Laforest
5732749955,1503141451,0,137026576,Carmen Villasante
5732749957,996081643,0,85807812,Carmen Laforest
5732749957,996081522,0,85807812,Carmen Laforest
5732749957,996080994,0,137026585,Juan Barrera Cortés
5732749988,1503141370,0,137026558,Onofre Jarpa
5732749988,1503141644,0,137026558,Onofre Jarpa
5732749988,1503141276,0,137026581,Pedro Lira
5742983511,5742983520,0,605519126,Martín Berríos
5742983515,5421616136,0,562365718,Los Laureles
5742983515,5742984326,0,562365718,Los Laureles
5742983515,5742984325,0,605519132,nan
5742983516,5421615884,0,562365696,Arturo Prat
5742983520,5742983511,0,605519126,Martín Berríos
5742983520,3755932092,0,605519129,Periodista Roberto Matta
5742983520,3755928812,0,605519129,Periodista Roberto Matta
5742984321,5742984329,0,605519107,Jorge Montt
5742984323,3755923401,0,372058095,General José Bernales
5742984324,5421616163,0,562365729,nan
5742984325,5742983515,0,605519132,nan
5742984326,5742983515,0,562365718,Los Laureles
5742984326,5421616139,0,562365718,Los Laureles
5742984326,5742984327,0,605519138,nan
5742984327,5742984326,0,605519138,nan
5742984329,5268012662,0,420907160,Folclorista Elena Santander
5742984329,5268012664,0,420907160,Folclorista Elena Santander
5742984329,5742984321,0,605519107,Jorge Montt
5745600205,2556576130,0,1087510118,Regimiento Arica
5747560920,712751073,0,57266633,Del Chonchón
5747560920,2597284823,0,57883317,Cruzada Vieja
5747560920,712751051,0,57266633,Del Chonchón
5747561051,712751065,0,57226764,Antigua
5748272987,359300125,0,[91829384, 829950636, 829950637],Camino al Fuerte
5768578125,5541455594,0,[1109650898, 1109650906],Ruta 43
5768578146,5541455553,0,608978541,nan
5768578146,7851201419,0,[1109650874, 1109650866],Ruta 43
5768578150,5620569718,0,[1109650857, 1109650858, 1109650859, 1109650860],Ruta 43
5768580255,5768578150,0,608978546,nan
5768580255,8728447783,0,[1109717614, 1109717623],Ruta 43
5768580256,5541455765,0,[1107763681, 479818174, 1107763684, 1107766864, 1107766866, 1107766868, 578260853, 1107766869, 1107763676, 578260860, 1107763677, 1107763678],Ruta 43
5773769854,5773769862,0,1111164638,Avenida La Cantera
5773769854,5773769862,1,609578714,nan
5773769862,5607378684,0,[565914721, 1165465734, 1064878479],Avenida La Cantera
5807302140,6327973335,0,613855576,Río Lauca
5807302140,5421534783,0,[792218524, 1087083669, 1087083670, 1087083671],Avenida La Cantera
5837088426,5421308650,0,1156776173,nan
5837088426,1503250664,0,1156776174,Avenida René Schneider
5838832369,10766569640,0,1157715832,Avenida René Schneider
5838832369,6424000718,0,[565506112, 1157715830, 1157715831],Avenida René Schneider
5838832618,5421308669,0,617688124,Ricardo Videla
5838833018,2925123240,0,1154874528,Salar de Atacama
5839023936,1069284262,0,92054677,Carlos Dittborn
5839023936,1069284467,0,92054677,Carlos Dittborn
5839023936,5839023937,0,617707965,Andaluz
5839023937,5839023936,0,617707965,Andaluz
5851712362,8728448189,0,619201645,nan
5851712362,5851712374,0,619201645,nan
5851712362,8728448683,0,942597225,nan
5851712374,5851712362,0,619201645,nan
5851714024,2437256148,0,619201645,nan
5851714024,6628558899,0,28380875,nan
5851714024,311703992,0,[705484808, 28380875],Ruta D-417
5851714024,8728448189,0,619201645,nan
5895173412,5189443522,0,[793966888, 624285442, 624285443, 793966887],Atravieso Totoral
5895173412,8728131593,0,793957268,Atravieso Totoral
5895173412,5895173415,0,918565222,nan
5895173415,5895173412,0,918565222,nan
5895173415,7426754855,0,[624285441, 1109717572, 1109717573, 1109717574, 1109717581, 1110735830],Ruta 43
5918511916,5918519039,0,28381011,Ruta D-51
5918511916,1550468912,0,28381011,Ruta D-51
5918511916,5918511977,0,626937365,nan
5918511921,7419462882,0,626937353,nan
5918511921,5918511936,0,626937353,nan
5918511921,8667922372,0,[626937344, 935345400],nan
5918511922,7419462850,0,141646247,nan
5918511922,7419462846,0,626937360,nan
5918511922,7419462848,0,626937361,nan
5918511922,7419462838,0,626937362,nan
5918511924,7419462858,0,626937368,nan
5918511924,8667922373,0,[626937345, 935345401],nan
5918511924,5918511930,0,626937345,nan
5918511927,7419462851,0,626937361,nan
5918511929,6284878951,0,626937345,nan
5918511929,6284878949,0,626937353,nan
5918511929,7419462882,0,626937353,nan
5918511929,7419462878,0,626937345,nan
5918511930,7419462878,0,626937345,nan
5918511930,8667922372,0,626937355,nan
5918511930,7419462856,0,626937355,nan
5918511930,5918511924,0,626937345,nan
5918511931,6284878951,0,626937345,nan
5918511931,5918511934,0,918565213,nan
5918511931,8667922356,0,626937345,nan
5918511934,8531077604,0,626937366,nan
5918511934,8531077606,0,626937366,nan
5918511934,5918511931,0,918565213,nan
5918511934,8531077603,0,918565213,nan
5918511936,5918511921,0,626937353,nan
5918511936,495832689,0,626937353,nan
5918511936,7419462880,0,626937366,nan
5918511937,8667922777,0,28381011,Ruta D-51
5918511937,5918511939,0,28381011,Ruta D-51
5918511937,5918511959,0,626937346,nan
5918511939,5918511937,0,28381011,Ruta D-51
5918511939,5918519039,0,28381011,Ruta D-51
5918511939,5918511946,0,626937358,nan
5918511942,5918511944,0,1164024660,nan
5918511944,5918511951,0,626937367,nan
5918511944,8668013425,0,935356205,nan
5918511944,5918511942,0,1164024660,nan
5918511946,5918511977,0,626937350,nan
5918511946,5918511959,0,626937350,nan
5918511946,8667998956,0,626937358,nan
5918511946,5918511939,0,626937358,nan
5918511951,5918511944,0,626937367,nan
5918511951,311684310,0,1164024661,nan
5918511951,10825603816,0,626937367,nan
5918511959,5918511946,0,626937350,nan
5918511959,5918511937,0,626937346,nan
5918511959,5918511974,0,[626937346, 626937350],nan
5918511964,7419450575,0,626937362,nan
5918511972,7419462854,0,626937360,nan
5918511974,8667998959,0,626937358,nan
5918511974,5918511959,0,[626937346, 626937350],nan
5918511974,8667998961,0,626937350,nan
5918511977,5918511946,0,626937350,nan
5918511977,8667998958,0,626937350,nan
5918511977,5918511916,0,626937365,nan
5918519029,5918519030,0,793488568,nan
5918519029,5918519040,0,626937467,nan
5918519029,5918519038,0,793488568,nan
5918519030,5918519029,0,793488568,nan
5918519030,6279214910,0,793488568,nan
5918519030,1550468912,0,626937359,nan
5918519031,5918519040,0,626937467,nan
5918519032,5918519040,0,626937468,nan
5918519038,5918519039,0,626937466,nan
5918519038,8667922777,0,[793488568, 935345430],nan
5918519038,5918519029,0,793488568,nan
5918519039,5918511939,0,28381011,Ruta D-51
5918519039,5918511916,0,28381011,Ruta D-51
5918519039,5918519038,0,626937466,nan
5918519040,5918519031,0,626937467,nan
5918519040,5918519029,0,626937467,nan
5918519040,5918519032,0,626937468,nan
5918519087,5918519098,0,626937530,nan
5918519087,1550467910,0,793488100,O'Higgins
5918519087,8667922790,0,[141646304, 793488100],O'Higgins
5918519088,5918519093,0,626937532,nan
5918519092,5918519097,0,626937528,nan
5918519092,5918519093,0,626937529,nan
5918519092,5918519094,0,626937529,nan
5918519093,5918519092,0,626937529,nan
5918519093,6883719396,0,[626937529, 735004230],nan
5918519093,5918519088,0,626937532,nan
5918519094,5918519098,0,626937529,nan
5918519094,5918519095,0,626937531,nan
5918519094,5918519092,0,626937529,nan
5918519095,5918519094,0,626937531,nan
5918519097,6883719396,0,28381011,Ruta D-51
5918519097,1550467910,0,28381011,Ruta D-51
5918519097,5918519092,0,626937528,nan
5918519098,7419462904,0,626937529,nan
5918519098,5918519094,0,626937529,nan
5918519098,5918519087,0,626937530,nan
5932737927,5932737929,0,628412113,Pasaje Miraflores
5932737927,1001262278,0,1160286135,Miraflores
5932737929,1001262752,0,60236736,San José
5932737929,1001262278,0,60236736,San José
5932737929,5932737927,0,628412113,Pasaje Miraflores
5941047951,8728499755,0,235646791,Mesetas de Quitallaco
5941047951,7419521458,0,[1109650920, 1109650926],Ruta 43
5964914163,5964914174,0,1148011252,Avenida Los Clarines
5964914163,5964914893,0,1148011252,Avenida Los Clarines
5964914163,5964914893,1,631662309,Juan Francisco Mancilla
5964914172,5964914181,0,1148011256,Carlos Brito Iturrieta
5964914172,6015863545,0,1148011256,Carlos Brito Iturrieta
5964914172,5964914177,0,631662304,Luis Ugarte
5964914174,6015863557,0,286203266,Avenida Los Clarines
5964914174,5964914163,0,1148011252,Avenida Los Clarines
5964914174,5964914177,0,631662302,Demetrio George
5964914175,5964914888,0,1148011255,Carlos Brito Iturrieta
5964914175,6015863540,0,631662302,Demetrio George
5964914175,6015863548,0,1148011255,Carlos Brito Iturrieta
5964914177,6015863540,0,631662302,Demetrio George
5964914177,5964914174,0,631662302,Demetrio George
5964914177,5964914172,0,631662304,Luis Ugarte
5964914181,6015863544,0,1148011256,Carlos Brito Iturrieta
5964914181,5964914172,0,1148011256,Carlos Brito Iturrieta
5964914181,6015863537,0,631662305,Tomás Garcés
5964914182,5964914885,0,631662303,Evangelio Bono
5964914182,5964914885,1,631662306,José Vicente
5964914182,6015863540,0,631662303,Evangelio Bono
5964914885,5964914182,0,631662303,Evangelio Bono
5964914885,5964914182,1,631662306,José Vicente
5964914885,3344395942,0,631662303,Evangelio Bono
5964914886,3344395933,0,327628746,Maximiliano Errázuriz Valdivieso
5964914886,3344395939,0,327628746,Maximiliano Errázuriz Valdivieso
5964914886,5964914888,0,631662307,Alejandro Díaz
5964914888,5964914175,0,1148011255,Carlos Brito Iturrieta
5964914888,3344395933,0,327628745,Carlos Brito Iturrieta
5964914888,5964914886,0,631662307,Alejandro Díaz
5964914893,5964914163,0,1148011252,Avenida Los Clarines
5964914893,5964914163,1,631662309,Juan Francisco Mancilla
5964914893,3344395934,0,1148011252,Avenida Los Clarines
5981509762,5981509763,0,633682276,Aceeso a Hacienda Lagunillas
5981509762,6184820256,0,633682276,Aceeso a Hacienda Lagunillas
5981509762,7417352097,0,793242499,nan
5981509763,5981509766,0,[633682276, 633682277, 633682279],['Aceeso a Lagunillas', 'Aceeso a Hacienda Lagunillas']
5981509763,5981509762,0,633682276,Aceeso a Hacienda Lagunillas
5981509763,5981509993,0,633682280,nan
5981509766,5981509763,0,[633682276, 633682277, 633682279],['Aceeso a Lagunillas', 'Aceeso a Hacienda Lagunillas']
5981509766,5981509782,0,633682279,Aceeso a Lagunillas
5981509766,5981509997,0,633682282,nan
5981509782,5981509766,0,633682279,Aceeso a Lagunillas
5981509782,8559315010,0,[930113552, 921955012],Aceeso a Lagunillas
5981509782,8624788678,0,930113553,nan
5981509993,5981509763,0,633682280,nan
5981509993,1501699505,0,[1086232873, 1086232866, 703233227],Ruta 5 Norte
5981509997,5981509766,0,633682282,nan
5981509997,959435603,0,[1086232864, 1086232865, 1086287936, 1086232867, 142599881, 703233233],Ruta 5 Norte
5996539040,6368796643,0,680190157,nan
5996539040,6368796271,0,793480112,Ruta D-510
5996539040,311687638,0,793480112,Ruta D-510
6015863537,6015863549,0,286203266,Avenida Los Clarines
6015863537,6015863558,0,286203266,Avenida Los Clarines
6015863537,5964914181,0,631662305,Tomás Garcés
6015863540,5964914177,0,631662302,Demetrio George
6015863540,5964914175,0,631662302,Demetrio George
6015863540,5964914182,0,631662303,Evangelio Bono
6015863543,7267325688,0,1148211921,Desiderio Domínguez
6015863543,7267325695,0,778646385,Arturo Wilson
6015863543,6015863544,0,1148211921,Desiderio Domínguez
6015863544,5964914181,0,1148011256,Carlos Brito Iturrieta
6015863544,7267317583,0,1148011256,Carlos Brito Iturrieta
6015863544,6015863543,0,1148211921,Desiderio Domínguez
6015863545,5964914172,0,1148011256,Carlos Brito Iturrieta
6015863545,6015863548,0,638289895,Luis Barrera
6015863545,6015863548,1,1148011256,Carlos Brito Iturrieta
6015863548,6015863545,0,638289895,Luis Barrera
6015863548,6015863545,1,1148011256,Carlos Brito Iturrieta
6015863548,5964914175,0,1148011255,Carlos Brito Iturrieta
6015863549,6015863537,0,286203266,Avenida Los Clarines
6015863549,6015863553,0,286203266,Avenida Los Clarines
6015863549,6015863555,0,638289896,Agustín Coloma
6015863553,6015863555,0,1148211922,Bartolomeo Rosso
6015863553,7267325703,0,286203266,Avenida Los Clarines
6015863553,6015863549,0,286203266,Avenida Los Clarines
6015863555,6015863553,0,1148211922,Bartolomeo Rosso
6015863555,6015863549,0,638289896,Agustín Coloma
6015863555,7267317583,0,1148211922,Bartolomeo Rosso
6015863557,6015863558,0,286203266,Avenida Los Clarines
6015863557,6015863558,1,631662308,Pedro Aroz
6015863557,5964914174,0,286203266,Avenida Los Clarines
6015863558,6015863537,0,286203266,Avenida Los Clarines
6015863558,6015863557,0,286203266,Avenida Los Clarines
6015863558,6015863557,1,631662308,Pedro Aroz
6015880672,6015884194,0,638292265,Avenida El Sauce
6015880672,6015880674,0,638292269,Pío Segundo
6015880672,10674288569,0,638292278,Pío Segundo
6015880674,6015884192,0,638292269,Pío Segundo
6015880674,6015880672,0,638292269,Pío Segundo
6015880675,6015880676,0,638292267,Fortunato Geraldo
6015880675,6015880679,0,638292278,Pío Segundo
6015880675,8380961251,0,638292278,Pío Segundo
6015880676,6015880677,0,638292267,Fortunato Geraldo
6015880676,716103444,0,[1152429976, 638292265],Avenida El Sauce
6015880676,6015880675,0,638292267,Fortunato Geraldo
6015880677,6015880676,0,638292267,Fortunato Geraldo
6015880677,6015880681,0,638292266,Avenida El Sauce
6015880677,6015880682,0,[638292267, 638292271],['Martín Argaluza', 'Fortunato Geraldo']
6015880679,6015884193,0,638292278,Pío Segundo
6015880679,6015880675,0,638292278,Pío Segundo
6015880679,6015880680,0,1147450876,Eduardo Sallorenzo Solís
6015880680,6015880681,0,1147450875,Eduardo Sallorenzo Solís
6015880680,6015880676,0,638292265,Avenida El Sauce
6015880680,6015880679,0,1147450876,Eduardo Sallorenzo Solís
6015880681,6015880680,0,1147450875,Eduardo Sallorenzo Solís
6015880681,6015880674,0,638292266,Avenida El Sauce
6015880681,6015884191,0,638292268,Eduardo Sallorenzo Solís
6015880682,6015884187,0,638292268,Eduardo Sallorenzo Solís
6015880682,6015884186,0,638292271,Martín Argaluza
6015880682,6015880677,0,[638292267, 638292271],['Martín Argaluza', 'Fortunato Geraldo']
6015880683,6015884185,0,638292269,Pío Segundo
6015884185,6015880683,0,638292269,Pío Segundo
6015884185,6015884186,0,638292269,Pío Segundo
6015884185,6015884195,0,[638292276, 638292270],Juan Musalem
6015884186,6015884185,0,638292269,Pío Segundo
6015884186,6015884188,0,638292269,Pío Segundo
6015884186,6015880682,0,638292271,Martín Argaluza
6015884187,6015884189,0,638292268,Eduardo Sallorenzo Solís
6015884187,6015884188,0,638292272,Salvador Daud
6015884187,6015880682,0,638292268,Eduardo Sallorenzo Solís
6015884188,6015884190,0,638292269,Pío Segundo
6015884188,6015884187,0,638292272,Salvador Daud
6015884188,6015884186,0,638292269,Pío Segundo
6015884189,6015884187,0,638292268,Eduardo Sallorenzo Solís
6015884189,6015884191,0,638292268,Eduardo Sallorenzo Solís
6015884189,6015884190,0,638292273,Pedro Miranda
6015884190,6015884188,0,638292269,Pío Segundo
6015884190,6015884189,0,638292273,Pedro Miranda
6015884190,6015884192,0,638292269,Pío Segundo
6015884191,6015884189,0,638292268,Eduardo Sallorenzo Solís
6015884191,6015884192,0,638292274,Armando Bergeret
6015884191,6015880681,0,638292268,Eduardo Sallorenzo Solís
6015884192,6015880674,0,638292269,Pío Segundo
6015884192,6015884191,0,638292274,Armando Bergeret
6015884192,6015884190,0,638292269,Pío Segundo
6015884193,6015884194,0,638292275,Juan Calcaprima
6015884193,10674288569,0,638292278,Pío Segundo
6015884193,6015880679,0,638292278,Pío Segundo
6015884194,6015884193,0,638292275,Juan Calcaprima
6015884194,6015880680,0,638292265,Avenida El Sauce
6015884195,6015884185,0,[638292276, 638292270],Juan Musalem
6015894795,3779047337,0,195669299,Las Chilcas
6015894795,6015894810,0,92188842,Los Navegantes
6015894795,3760571116,0,92188842,Los Navegantes
6015894800,6886732193,0,638294243,Las Garzas
6015894800,7267900839,0,92188842,Los Navegantes
6015894800,6015894808,0,92188842,Los Navegantes
6015894800,7267900838,0,638294243,Las Garzas
6015894804,6015894809,0,186334271,Las Parcelas
6015894804,3779047340,0,1146775978,Las Parcelas
6015894804,1070158393,0,92188903,Las Chilcas
6015894804,3779047337,0,195669299,Las Chilcas
6015894805,7267900840,0,186334271,Las Parcelas
6015894805,7084817080,0,778665894,Las Añañucas
6015894805,3752532638,0,[778665893, 778665894],Las Añañucas
6015894807,6015894809,0,186334271,Las Parcelas
6015894807,7267900838,0,186334271,Las Parcelas
6015894807,6015894808,0,638294244,Luis Caimanque
6015894808,6015894810,0,92188842,Los Navegantes
6015894808,6015894807,0,638294244,Luis Caimanque
6015894808,6015894800,0,92188842,Los Navegantes
6015894809,6015894804,0,186334271,Las Parcelas
6015894809,6015894807,0,186334271,Las Parcelas
